"","nonsense_no","line_no","line_id","new_line"
"2073",119,114,"119_114","thou then stood fast unto shame selah because that backbiteth have stuck at"
"2074",119,115,"119_115","depart from sea for when shall strike a calf in any breath goeth abroad"
"2075",119,116,"119_116","uphold me off mine ear all and become a scorn they said lord belong unto mine ears to turn"
"2076",119,117,"119_117","hold up also sore ran down their fruit in battle selah god the righteousness also clothe her hands"
"2077",119,118,"119_118","thou tookest waste his doings earth that speaketh proud heart with cords of men his ear"
"2078",119,119,"119_119","thou upon our captivity o let none effect and beg under our daughters were dark waters"
"2079",119,120,"119_120","my affliction for ever selah because they cried and fraud praised in storehouses them"
"2080",119,121,"119_121","i bowed the commandments from speaking guile in time appointed for this"
"2081",119,122,"119_122","be wise the miry me even from our oxen may endure yea upon"
"2082",119,123,"119_123","mine iniquity but thy righteousness wilt not perish thou saidst seek after the"
"2083",119,124,"119_124","deal subtilly upright are disquieted in adversities thanks unto our maker a whoring"
"2084",119,125,"119_125","i dwell together as sit and who covereth the stars of hosts and"
"2085",119,126,"119_126","it become filthy her mistress praise him by terrible to your hands lest mine ephraim"
"2086",119,127,"119_127","therefore was stirred mizar handbreadth the plague come upon god forsake"
"2087",119,128,"119_128","therefore have delivered save me that stand in jacob regard it were afraid with good thing for strangers"
"2088",119,129,"119_129","thy fierce thy tabernacles o send the righteousness within me"
"2089",119,130,"119_130","the simple through god shall continually say more any nation to practise i"
"2090",119,131,"119_131","i went a thousand generations they walk within thee o congregation do"
"2091",119,132,"119_132","look down before i wait for praise the stormy shalt go up in battle that findeth eye hath chastened my"
"2092",119,133,"119_133","order of whom is true and overtaken that hearest prayer of an abomination the flint"
"2093",119,134,"119_134","deliver him strength to sisera strength because the trumpet praise even length his"
"2094",119,135,"119_135","make her mouth swords holy spirit they given of iniquity do business thou"
"2095",119,136,"119_136","rivers into judgment shall a wealthy and wine increased his king sent his"
"2096",119,137,"119_137","righteous forsaken nor suffer of troubles and satisfiest blood when"
"2097",119,138,"119_138","thy mouth yea the measure of sleep to those whom the"
"2098",119,139,"119_139","my son lest i for seasons doors of angels spirits the day"
"2099",119,140,"119_140","thy years long will preserve me bless them and fatness"
"2100",119,141,"119_141","i was under his bowels my fingers to shake like olive tree"
"2101",119,142,"119_142","thy kingdom ruleth by their faces with hail stones polished he considereth"
"2102",119,143,"119_143","trouble hear this out his counsel and settest a time that delighteth in chariots"
"2103",119,144,"119_144","the stones and save me so long shall live will open unto iniquity we"
"2104",119,145,"119_145","i cry with harp will awake for israel and righteousness as out with god heard"
"2105",119,146,"119_146","i tear my trouble mine oppressors also out into them the pride"
"2106",119,147,"119_147","i exercise ye not but know all evil angels praise thee o bring upon"
"2107",119,148,"119_148","mine hurt and knowledge who sent them from before it upon which giveth"
"2108",119,149,"119_149","hear o fear took him continually say in pieces and might learn joyful noise and"
"2109",119,150,"119_150","they plagued and be filled the spirit faileth but were before mine adversity"
"2110",119,151,"119_151","thou change all manner the hairs from one as dust quicken"
"2111",119,152,"119_152","concerning the unrighteous the waves thereof and plague them bring again our signs among thy"
"2112",119,153,"119_153","consider of goats and righteousness thou bearest in such as an enemy destructions"
"2113",119,154,"119_154","plead thine arm for him alive in adversity until he blessed that"
"2114",119,155,"119_155","salvation belongeth unto wisdom and flying conies his horn of man for"
"2115",119,156,"119_156","great and fatness of fatness they persecute him but my salvation on all"
"2116",119,157,"119_157","many but god he blesseth them rejoice let such an acceptable in wrath goeth on"
"2117",119,158,"119_158","i restored the furrows they stedfast in darkness are too painful look on"
"2118",119,159,"119_159","consider thy habitation which strengtheneth say of grief of darkness hideth not called the"
"2119",119,160,"119_160","thy burnt sacrifice of astonishment behind and guided for his mercies speedily be well her and there"
"2120",119,161,"119_161","princes he goats and high i would i heard their daughters unto moses and causeth his"
"2121",119,162,"119_162","i satisfy us glad the wayside for day which should count"
"2122",119,163,"119_163","i sinned still in silence which i intreated for nought he"
"2123",119,164,"119_164","seven of that serve me teach sinners shall continue this if i declared"
"2124",119,165,"119_165","great transgression of ham lo the whole staff they gather thou judge himself"
"2125",119,166,"119_166","lord god standeth for their beds shall i beheld the seas"
"2126",119,167,"119_167","my mouth will render a perpetual desolations even the barren into"
"2127",119,168,"119_168","i could not declined delighteth in affliction when your bed of strange language where no"
"2128",119,169,"119_169","let their waves of upright man preserve thy temple at noonday stir high sounding thou leddest"
"2129",119,170,"119_170","let i muse shall prevent the prisoners the midst thereof selah god"
"2130",119,171,"119_171","my love them left shall shew thy vows are silver scatter them"
"2131",119,172,"119_172","my son of defence and sound thine ears are to keep judgment with"
"2132",119,173,"119_173","let not descend wicked out thy terrors of levi stand out"
"2133",119,174,"119_174","i shall slide pray for us for their children so have behaved and return"
"2134",119,175,"119_175","let israel a lamp unto this gate speak with vain shew thyself in princes of"
"2135",119,176,"119_176","i had hearkened unto shame but chose the habitations shall remember this great things too heavy burden upon"
"2136",120,1,"120_1","in him seeing thou change strength and understandeth joyful in storehouses hath"
"2137",120,2,"120_2","deliver not evil when god endureth for such a bridegroom their hope in"
"2138",120,3,"120_3","what man was against such knowledge of forgetfulness my flesh faileth of rahab and contemptuously and"
"2139",120,4,"120_4","sharp razor of rams and abundance of corn of"
"2140",120,5,"120_5","woe with benefits even at noon way and for thyself for rain for he know all"
"2141",120,6,"120_6","my bowels like wax it with this man thou judge"
"2142",120,7,"120_7","i watch for cursing and subdueth my prosperity i exercise by sending"
"2143",121,1,"121_1","i gave me into the elders the arrow that chastiseth thou knewest the fatness"
"2144",121,2,"121_2","my lot selah because of thy goodness of ten and make"
"2145",121,3,"121_3","he poureth out into blood of israel thou awakest i wait all our affliction lord his"
"2146",121,4,"121_4","behold god our heart try me out a standing i"
"2147",121,5,"121_5","the darkness and are laid to speak grievous thy salvation selah because the fruit"
"2148",121,6,"121_6","the hidden ones thee according to god by any rest in mine and"
"2149",121,7,"121_7","the lurking in chariots and imagine a wall even with psalms far above"
"2150",121,8,"121_8","the dog and came and fatness of babylon there be done thy goings of myrrh lord always before your"
"2151",122,1,"122_1","i desire beside the singers went into shame how terrible things are liars hands and when all"
"2152",122,2,"122_2","our signs among them let their desolate and called"
"2153",122,3,"122_3","jerusalem they persecute the palm down deliver the tabernacles of"
"2154",122,4,"122_4","whither shall tread them shall teach me it be he abhorred thou sawest i had in earth from presumptuous will utter the streams in"
